timestamp,timestampString,value,id
1485907327664,2017-02-01T00:02:07.664+0000,46,7ceddafe-00fb-4b92-98e6-55d0f1af221a
1485907392475,2017-02-01T00:03:12.475+0000,3953,750f3999-c079-4941-9790-521a90b74189
1485907457285,2017-02-01T00:04:17.285+0000,4269,928ff861-2cdc-46b6-87df-ad8b6b2a675f
1485907586775,2017-02-01T00:06:26.775+0000,4315,aa67057c-18cf-43e5-9a8e-e973ac4dbc48
1485908235214,2017-02-01T00:17:15.214+0000,4371,672acc7e-c5c3-4619-98fc-1d02ac6c683e
1485909077855,2017-02-01T00:31:17.855+0000,4425,9718c89b-a87b-4385-9309-113f54cb4523
1485909985434,2017-02-01T00:46:25.434+0000,4418,6d83941f-ded5-44e0-9188-52584c5c1eb2
1485910828004,2017-02-01T01:00:28.004+0000,46,4d6542f9-83fd-4a7a-9ba8-b629496d756c
1485910957953,2017-02-01T01:02:37.953+0000,43,e61ae30b-6c58-42a1-938d-e3a7ff0f0a01
1485911022765,2017-02-01T01:03:42.765+0000,46,0220971c-963f-4841-a1cb-905c9d838484
1485911477305,2017-02-01T01:11:17.305+0000,44,827e93ef-8c0b-4cb4-a611-65789441110f
1485911542194,2017-02-01T01:12:22.194+0000,46,1c0e3fec-55e8-4e52-aa10-2d3aeb1e45c1
1485911931774,2017-02-01T01:18:51.774+0000,45,7b8488f2-50f0-4145-8fc8-4757afcbc056
1485911996755,2017-02-01T01:19:56.755+0000,46,7c873813-7dbc-41ce-b2db-fe9d93ff7a98
1485912061724,2017-02-01T01:21:01.724+0000,44,35bb0bd0-6e80-4226-ab9f-81253d81489d
1485912256434,2017-02-01T01:24:16.434+0000,46,80052675-83f8-4a3c-afd8-188a025d690f
1485912450995,2017-02-01T01:27:30.995+0000,4323,b2ab4f92-9e8c-434b-a5c2-2156cf9886fa
1485912839875,2017-02-01T01:33:59.875+0000,4368,5c7b32d7-8450-43c6-97ed-6011c326e2f9
1485913812445,2017-02-01T01:50:12.445+0000,4369,cd52ad07-e126-40d4-b09a-1c3002360987
1485914136825,2017-02-01T01:55:36.825+0000,4419,c88e9d44-fe64-4807-a1c9-c05c13872238
1485915173925,2017-02-01T02:12:53.925+0000,4430,cfec4f92-b0ea-4b8e-ad55-d6eaded1dee9
1485915757674,2017-02-01T02:22:37.674+0000,381,b81a1859-9e6f-4f60-a019-3198b943afb3
1485915822594,2017-02-01T02:23:42.594+0000,46,32842edd-1e6c-4835-92f9-68ffa398c73b
1485915952435,2017-02-01T02:25:52.435+0000,44,917d65c7-b861-425a-8669-965bcf2fd600
1485916017324,2017-02-01T02:26:57.324+0000,46,af1d518e-3ef2-4ada-ae9e-961a422fd510
1485916341724,2017-02-01T02:32:21.724+0000,45,a52c1529-9fae-44a1-8011-9cda530dede7
1485916471644,2017-02-01T02:34:31.644+0000,46,a0597287-a50d-4d9b-9ba2-227535c92376
1485916861165,2017-02-01T02:41:01.165+0000,44,24657ff1-7fa5-442e-937c-95182c115282
1485916926114,2017-02-01T02:42:06.114+0000,46,2dc058a7-89fc-46ea-88bf-1a157095f0f7
1485916991004,2017-02-01T02:43:11.004+0000,44,69eb0014-5b5b-40e0-ba43-5036803f1817
1485917055924,2017-02-01T02:44:15.924+0000,43,a02babf3-f1cf-474b-9420-1ac45a268f73
1485917120734,2017-02-01T02:45:20.734+0000,46,3a8b5c47-fd93-4f8f-8738-9b64c5b35514
1485917185654,2017-02-01T02:46:25.654+0000,45,407cfabf-21a7-4377-a429-87a5f52f0e7a
1485917250674,2017-02-01T02:47:30.674+0000,46,9e414719-31ce-40d1-adcf-a4d128a714b4
1485917315515,2017-02-01T02:48:35.515+0000,44,e8464728-1e96-4851-ac82-5af99997b45a
1485917445435,2017-02-01T02:50:45.435+0000,46,e3126943-aef4-4087-b365-1dd19a77d3bc
1485917510254,2017-02-01T02:51:50.254+0000,361,3a8f255d-d148-4a4f-acfa-7513a5d4942c
1485917574884,2017-02-01T02:52:54.884+0000,4313,f3860971-f92e-4604-8c4a-9760456d69a0
1485917963835,2017-02-01T02:59:23.835+0000,4366,734b6d6e-a5a4-4e2a-9175-6bfa6d23807a
1485918871125,2017-02-01T03:14:31.125+0000,4369,ffc146a9-4ec8-4b30-9ee0-9452f23b6f8f
1485919324565,2017-02-01T03:22:04.565+0000,4426,69decb35-f968-42c6-9ec5-956a5a245363
1485920102185,2017-02-01T03:35:02.185+0000,246,6f9b0d8c-36ba-4adc-90ab-d504c01ee44d
1485920167016,2017-02-01T03:36:07.016+0000,46,98378854-eaba-450b-b4cd-c00e5935031d
1485920296913,2017-02-01T03:38:16.913+0000,44,86282a17-5c9c-4bae-ac37-9fcee00f9aae
1485920361745,2017-02-01T03:39:21.745+0000,46,75dcac8f-4df7-43ff-91c1-6a04ccab04aa
1485921075895,2017-02-01T03:51:15.895+0000,44,3d515912-d509-45e0-b3eb-a6f6054c1501
1485921270624,2017-02-01T03:54:30.624+0000,46,18f1a13f-1bd9-4498-a010-2a4367c44958
1485921400484,2017-02-01T03:56:40.484+0000,44,9682a7c6-d80b-46aa-b8d4-36dd4c8bba14
1485921465384,2017-02-01T03:57:45.384+0000,46,94428f4c-cd62-4316-aa87-532cdaa24606
1485921595224,2017-02-01T03:59:55.224+0000,44,c7d48c71-dca9-4ca0-b611-5ed069372ee4
1485921660145,2017-02-01T04:01:00.145+0000,46,d8cf05d4-92ba-4791-be5e-193e0f057aac
1485921789764,2017-02-01T04:03:09.764+0000,44,a59e01bd-0405-4651-96b1-1965f948f0d4
1485921854874,2017-02-01T04:04:14.874+0000,46,1ce1c5c5-a025-4034-8f2d-adc224eebeaa
1485922049463,2017-02-01T04:07:29.463+0000,4250,2107fd36-b1d2-43eb-a1df-440f32c22db6
1485922179004,2017-02-01T04:09:39.004+0000,4304,71d06aa4-87a6-4d77-a940-926b9087c49e
1485922956435,2017-02-01T04:22:36.435+0000,4365,598bc1e0-2819-4480-a74a-c376ddb1b1b5
1485923604175,2017-02-01T04:33:24.175+0000,4416,7e7725e3-9a0f-46cf-b1d3-ba3c11388cbd
1485924705745,2017-02-01T04:51:45.745+0000,360,2a8bf744-78b5-497f-bf4f-b1a6019e52b8
1485924770583,2017-02-01T04:52:50.583+0000,46,bf408fc6-9134-496e-9f56-242f860e9a51
1485924900334,2017-02-01T04:55:00.334+0000,45,46718e6e-eeee-4314-9bdc-d06f290a3d6e
1485925094985,2017-02-01T04:58:14.985+0000,46,b90b061f-020d-4e69-8d74-33fe35ec5d03
1485925159764,2017-02-01T04:59:19.764+0000,45,8c450343-9050-4dff-ab7d-e74f1f1b43c9
1485925224684,2017-02-01T05:00:24.684+0000,46,99a106a8-f821-46ba-acb8-7f72668161db
1485925354465,2017-02-01T05:02:34.465+0000,45,f5aac04e-c686-465d-bbca-02f5781c671c
1485925419044,2017-02-01T05:03:39.044+0000,46,50a82edf-7b28-4195-9e29-b1ac387ec747
1485925548983,2017-02-01T05:05:48.983+0000,45,11de6c5d-8d53-4cba-a09f-94c0734cf3a9
1485925613825,2017-02-01T05:06:53.825+0000,46,97895eaa-5255-4d5e-9559-631fc3d586a4
1485925678845,2017-02-01T05:07:58.845+0000,45,3fbed13a-5481-4514-b09f-3fc6214de7af
1485925743774,2017-02-01T05:09:03.774+0000,46,3458e079-acee-40eb-a441-e4ec1eb75de1
1485926003265,2017-02-01T05:13:23.265+0000,45,0d190587-944c-4a82-9afc-eaea46e946ef
1485926068255,2017-02-01T05:14:28.255+0000,46,13092c7c-ee35-41a3-8837-085d8d226743
1485926392854,2017-02-01T05:19:52.854+0000,45,599b15f0-2903-4c2e-832e-afad22037ba0
1485926457685,2017-02-01T05:20:57.685+0000,46,f935cae6-dc08-4bae-b880-43334b6aca45
1485926522795,2017-02-01T05:22:02.795+0000,45,e8efb998-c637-4589-bf25-a192af2b2dfd
1485926587575,2017-02-01T05:23:07.575+0000,363,95b65161-c8f9-40ca-9a4e-2d359ca864f6
1485926652385,2017-02-01T05:24:12.385+0000,4244,0e077124-bc3b-4e2f-b82a-ea77718a6eee
1485926782174,2017-02-01T05:26:22.174+0000,4302,bd4b07f2-679e-443a-9264-93c862035352
1485927560294,2017-02-01T05:39:20.294+0000,4355,e7a28ea9-50b6-4e18-96f9-da235932d746
1485928272934,2017-02-01T05:51:12.934+0000,4410,da35a355-4e57-4ed3-9e9f-72a83d01a0c2
1485928921187,2017-02-01T06:02:01.187+0000,4456,1ae45fa2-1465-44cb-b2bf-ea122a68a25b
1485929310235,2017-02-01T06:08:30.235+0000,45,d9a3baac-d969-4b07-9c21-c641f3427985
1485929569883,2017-02-01T06:12:49.883+0000,43,c256e2b1-1fa6-4ca7-900a-63dbfd178386
1485929699694,2017-02-01T06:14:59.694+0000,44,359ffaa8-62d9-4b33-9771-ecffabccc801
1485929764724,2017-02-01T06:16:04.724+0000,45,3208c711-a05c-4050-8359-88c73c721744
1485929829615,2017-02-01T06:17:09.615+0000,43,4304ffbd-f022-4c3b-bc05-675cfc11d1cd
1485929959265,2017-02-01T06:19:19.265+0000,45,eb904322-5afa-4be7-9423-06c7b0147481
1485930024233,2017-02-01T06:20:24.233+0000,46,59fcd8da-0c54-4a55-bde6-3915d671791c
1485930089204,2017-02-01T06:21:29.204+0000,43,e0094330-2d56-43a1-866a-bf7212350bb4
1485930154045,2017-02-01T06:22:34.045+0000,45,4bb387df-49be-4b7b-986d-a341122c9072
1485930349055,2017-02-01T06:25:49.055+0000,44,ad4ec426-2adb-4c63-b98b-c96dd5930be1
1485930413944,2017-02-01T06:26:53.944+0000,45,0f77dfc0-5956-4f31-9b63-1fac2fafc391
1485930478853,2017-02-01T06:27:58.853+0000,46,1f0835c2-a6ac-4b07-a370-506e65d28f20
1485930738585,2017-02-01T06:32:18.585+0000,45,46b743a3-6fe4-43e4-8c47-52ddbcabf739
1485930997934,2017-02-01T06:36:37.934+0000,43,0e2aaf83-3f75-4a62-951f-b706c63d66f6
1485931062963,2017-02-01T06:37:42.963+0000,361,1eb58ea9-5b94-4420-9587-804a36249e92
1485931127774,2017-02-01T06:38:47.774+0000,4285,fe22ff80-9093-4b97-9a5f-c8680790b3c2
1485932034944,2017-02-01T06:53:54.944+0000,4316,80930623-232e-440b-801a-f4744c3d972a
1485932293964,2017-02-01T06:58:13.964+0000,4378,670dcf19-4d8e-43e1-ab29-5445b28cf835
1485932553585,2017-02-01T07:02:33.585+0000,4438,c8270713-5f6a-407d-b562-087f5bca3c02
1485932618394,2017-02-01T07:03:38.394+0000,4494,994303c7-fb98-4bb9-999f-2d52b6610e33
1485932747784,2017-02-01T07:05:47.784+0000,4541,4bf79e66-c62b-44d1-bdaf-b4f8450c32ca
1485933396124,2017-02-01T07:16:36.124+0000,4592,dc539f35-4229-46ea-b350-99eb1510b4a9
1485933460615,2017-02-01T07:17:40.615+0000,390,04f62149-7040-462b-870e-4774da5916de
1485933525535,2017-02-01T07:18:45.535+0000,42,e0bbb8cc-e4b0-419d-8bb2-776aa9942ad0
1485933590395,2017-02-01T07:19:50.395+0000,45,1fbc15ea-af49-462b-955e-f253ff9ceb6a
1485933785124,2017-02-01T07:23:05.124+0000,44,f834c7d0-3b0e-4104-901f-48632ddf798e
1485933850094,2017-02-01T07:24:10.094+0000,45,ed7a5ccd-f328-4098-b343-868f0399822e
1485934434344,2017-02-01T07:33:54.344+0000,44,d98ebc47-693c-49d2-9d3e-2b4410134f42
1485934564054,2017-02-01T07:36:04.054+0000,45,78af2f3e-a037-4083-b02e-31cc8e055b1b
1485934628753,2017-02-01T07:37:08.753+0000,43,3d569c79-5898-4943-a826-e006548f8f04
1485934693715,2017-02-01T07:38:13.715+0000,45,7bb86a46-bb9a-40be-9d13-31a7e18118d2
1485934888575,2017-02-01T07:41:28.575+0000,43,887a41f9-9fa4-4f06-8d39-b9f24b427590
1485934953495,2017-02-01T07:42:33.495+0000,45,2959c1c6-2d12-4437-977f-eeb072087263
1485935083334,2017-02-01T07:44:43.334+0000,43,386e04de-869a-44ef-a0ce-22a29747f3ae
1485935148244,2017-02-01T07:45:48.244+0000,45,ee6318a0-7b83-4a05-9a55-d6d5b7c6d05e
1485935472785,2017-02-01T07:51:12.785+0000,43,c4386bce-32c0-4a61-a861-9b786b54eaa3
1485935537734,2017-02-01T07:52:17.734+0000,45,788a1bcf-0357-4097-8a78-c0dc5dfc25db
1485935797444,2017-02-01T07:56:37.444+0000,21,b14988e4-8ddb-4075-837c-6e4a249876b9
1485935862463,2017-02-01T07:57:42.463+0000,4332,8c9c143f-a04b-4192-bb87-7f84e519c295
1485936121844,2017-02-01T08:02:01.844+0000,4404,63366b8f-d530-41e0-a2dc-ee6092646e6e
1485936510643,2017-02-01T08:08:30.643+0000,4458,02c64765-491f-4587-ac14-1880e6b54c9f
1485936705154,2017-02-01T08:11:45.154+0000,4504,b429c034-e3df-4418-b3a1-44b1a23838ab
1485936964535,2017-02-01T08:16:04.535+0000,4552,33172866-740a-457e-b02c-c3b0c02fdd95
1485937418115,2017-02-01T08:23:38.115+0000,4606,752260b0-323a-4724-bb12-3bc093091084
1485937612585,2017-02-01T08:26:52.585+0000,358,1f67f907-ac6a-467e-a51a-c35e4529a7f7
1485937677414,2017-02-01T08:27:57.414+0000,45,b14a4ae8-431f-4456-a80b-eb27c8f21638
1485938456395,2017-02-01T08:40:56.395+0000,43,8ff327bd-5ee6-469d-9e31-b8f91b5e9bec
1485938521334,2017-02-01T08:42:01.334+0000,45,3e19f82e-29b9-4316-80f7-82e277f7a67a
1485938716085,2017-02-01T08:45:16.085+0000,43,219f5102-8388-42b6-9bdb-3c12c6124b3d
1485938910704,2017-02-01T08:48:30.704+0000,45,1d622ec9-4f25-4047-a63e-7a20b12a3826
1485938975835,2017-02-01T08:49:35.835+0000,43,22c3cb9d-e0af-4f96-bb6f-ebc76c748bc4
1485939105674,2017-02-01T08:51:45.674+0000,46,47a69d9b-4b83-496e-a043-5606dc98242f
1485939170564,2017-02-01T08:52:50.564+0000,45,7cd82512-daa5-4f54-a6d3-9fefb7b47bcc
1485939235405,2017-02-01T08:53:55.405+0000,43,c0eec44e-1dbe-4e8d-b0dc-46c8d8af5b84
1485939300314,2017-02-01T08:55:00.314+0000,45,90d036b6-47ee-4855-82fa-fc13e46b4e37
1485939949235,2017-02-01T09:05:49.235+0000,46,117d3655-0846-4bb5-b791-657ee4ab2fcf
1485940014154,2017-02-01T09:06:54.154+0000,43,5f9eba5f-8998-428e-85e9-f5f2e3a676e8
1485940079074,2017-02-01T09:07:59.074+0000,45,53920688-a4b9-4fd1-8a32-dd8c3f989d23
1485940143965,2017-02-01T09:09:03.965+0000,43,ad8b8973-a5b8-4b29-ab3d-6d3758a857b1
1485940338835,2017-02-01T09:12:18.835+0000,45,da4df0dc-f3ff-4c92-8b5f-27f48df92c66
1485940533634,2017-02-01T09:15:33.634+0000,4248,a2ca5f03-f6f5-4334-8264-d45b30221b79
1485940663494,2017-02-01T09:17:43.494+0000,4308,f83aa4d9-cd17-48b2-b0d3-f701ebf5f97a
1485940793245,2017-02-01T09:19:53.245+0000,4373,23ef3e11-c32c-4405-bf3d-20b706e69d0d
1485941052794,2017-02-01T09:24:12.794+0000,4419,e1ef97d1-0605-4aba-8f2a-918d68a0c765
1485941312185,2017-02-01T09:28:32.185+0000,4476,b3d746f6-29a1-464a-8ab7-05f5b5b389cd
1485941635955,2017-02-01T09:33:55.955+0000,4531,def36fe3-1f60-43cb-bb0c-5cd465871378
1485942024574,2017-02-01T09:40:24.574+0000,4588,c4461e70-014b-4f7a-9908-73f2fc46ac76
1485942219284,2017-02-01T09:43:39.284+0000,371,4cd26b36-2291-4344-80ef-2c1f8f2d5785
1485942284194,2017-02-01T09:44:44.194+0000,45,22d63754-8530-40ce-b90c-9f92570aa3c2
1485942478905,2017-02-01T09:47:58.905+0000,46,bb198741-91fe-4a36-ac21-4ae7f15a5ca4
1485942543685,2017-02-01T09:49:03.685+0000,43,ff178867-4c17-4148-8dd9-010075d165b1
1485942608494,2017-02-01T09:50:08.494+0000,45,ad8f6fe4-1e75-451f-93ba-f50efb929217
1485943517704,2017-02-01T10:05:17.704+0000,45,cb7caa54-7843-46f1-b945-f0f30d6f2ca1
1485943582754,2017-02-01T10:06:22.754+0000,46,f3830479-809e-4f75-8cb3-50787d941b2f
1485943712584,2017-02-01T10:08:32.584+0000,44,60921f14-4459-41f7-8ea4-3c7d014679ea
1485943777584,2017-02-01T10:09:37.584+0000,46,8167fd29-62f9-4640-9fe1-d8a4e06debdb
1485943842424,2017-02-01T10:10:42.424+0000,45,936ab9ac-013d-4fcb-964a-e6ff92cd3bba
1485943907394,2017-02-01T10:11:47.394+0000,46,bae31c49-0438-4686-812a-f7799e845d3a
1485944037314,2017-02-01T10:13:57.314+0000,45,f805f865-8a2e-4700-b9e8-7c75a133cbe1
1485944102314,2017-02-01T10:15:02.314+0000,43,c0a69570-bbab-43a1-babc-9fda5131be88
1485944167095,2017-02-01T10:16:07.095+0000,45,0cc9f34d-1fa0-4316-a6e3-9ef37b418065
1485944232154,2017-02-01T10:17:12.154+0000,47,19930f33-88ba-406b-807d-760a263f92f1
1485944297064,2017-02-01T10:18:17.064+0000,46,bc240c30-6147-49aa-b5aa-07ccc4f13588
1485944426884,2017-02-01T10:20:26.884+0000,45,dad63116-655a-4464-ad9d-7c03b19d549d
1485944491765,2017-02-01T10:21:31.765+0000,43,c498837a-b45f-4e26-aa5a-136b9c11f5f5
1485944556743,2017-02-01T10:22:36.743+0000,45,1182193b-c7e7-49b7-8539-33f40e7aa133
1485944621634,2017-02-01T10:23:41.634+0000,43,09fd8b44-9a11-4cc6-b0be-5c8e06e5c8dd
1485944751495,2017-02-01T10:25:51.495+0000,47,4abc9cac-ff78-4f85-b94e-c352ae599fc0
1485944816465,2017-02-01T10:26:56.465+0000,43,68dacac5-aaf1-4a87-892d-ca94cdcab427
1485944881404,2017-02-01T10:28:01.404+0000,47,2910473c-26d0-4850-bfd7-5e9d1ba64400
1485944946435,2017-02-01T10:29:06.435+0000,43,80c017b8-3075-464c-aa2f-7f24c948ad90
1485945076265,2017-02-01T10:31:16.265+0000,46,cadb45e2-150f-4c47-8abb-5111b22e56a0
1485945141186,2017-02-01T10:32:21.186+0000,45,5ab9d43a-b1b0-40b1-850a-bd8e083b00e8
1485945271155,2017-02-01T10:34:31.155+0000,46,9859d748-077e-4e65-95f1-a68c60a76467
1485945335965,2017-02-01T10:35:35.965+0000,4249,50f5f877-37d6-4b4f-86a8-204d7389f17e
1485945465545,2017-02-01T10:37:45.545+0000,4310,22ede847-3414-47f6-b446-8d10627c1509
1485945530354,2017-02-01T10:38:50.354+0000,4356,ee564031-3044-4f01-9e61-27075434d0a5
1485945724895,2017-02-01T10:42:04.895+0000,4404,c8ae0587-3620-402f-a0a6-5b3758ad6a48
1485946113795,2017-02-01T10:48:33.795+0000,4467,e0db0cef-cb61-428b-be48-97d78685c494
1485946373154,2017-02-01T10:52:53.154+0000,4516,9b164937-af09-4fa7-94ee-82c2189edbba
1485946762055,2017-02-01T10:59:22.055+0000,4570,ae9e11c7-39ea-4f9d-9537-8d341a951168
1485946826885,2017-02-01T11:00:26.885+0000,52,86f8f15a-b292-4b39-b17b-cc30e633133f
1485946891884,2017-02-01T11:01:31.884+0000,46,bb28b461-0710-4f0a-b230-fa36f530ac6c
1485946956774,2017-02-01T11:02:36.774+0000,45,4fb9e3af-fbff-4c93-8ec8-edfa518744e5
1485947151563,2017-02-01T11:05:51.563+0000,46,b3032f5f-7959-4266-b8cc-ab4714931f24
1485947216374,2017-02-01T11:06:56.374+0000,47,0875251a-0aca-4b57-bcc9-f4dbd43d7f50
1485947281395,2017-02-01T11:08:01.395+0000,46,3fc771ad-6aeb-415c-ace0-6444275c847a
1485947346315,2017-02-01T11:09:06.315+0000,47,7fa91d13-4a46-4ae2-b62c-4e53f0052ab5
1485947411284,2017-02-01T11:10:11.284+0000,44,10972185-df99-40a7-be53-e8e7bb57fb33
1485947476285,2017-02-01T11:11:16.285+0000,46,92fea004-367f-4771-883c-6fc4d9d64b93
1485947541194,2017-02-01T11:12:21.194+0000,45,4c491271-f82a-449c-b6cc-ab1230417ae3
1485947671004,2017-02-01T11:14:31.004+0000,43,50ba39ac-5dc9-4641-8bd3-90c136f8f972
1485947735925,2017-02-01T11:15:35.925+0000,47,da410af8-0d37-420c-b907-6255aa546455
1485948060433,2017-02-01T11:21:00.433+0000,45,4e227b15-74aa-40cf-b629-1058b5c801d5
1485948190354,2017-02-01T11:23:10.354+0000,44,4d2e406b-b1a7-4c86-aa3f-545dd943db86
1485948255164,2017-02-01T11:24:15.164+0000,45,734a4090-412c-45d5-8fab-848fc8c65327
1485948320184,2017-02-01T11:25:20.184+0000,46,d8a8e8a7-2f62-4443-be2e-6cfc3ba59860
1485948385085,2017-02-01T11:26:25.085+0000,43,4e26d3f0-792c-4a1c-bf7b-54acd20a64c6
1485948449895,2017-02-01T11:27:29.895+0000,44,47f03a3a-c6dd-45eb-93cd-685364c96c97
1485948514704,2017-02-01T11:28:34.704+0000,46,3dc06030-49e0-4719-bd72-460308cb7391
1485948579625,2017-02-01T11:29:39.625+0000,47,cc687eef-4136-4fe6-9ec7-d83fbf412359
1485948774405,2017-02-01T11:32:54.405+0000,44,26a9eee5-7c0f-4548-840e-7768d1ad1cc8
1485948839424,2017-02-01T11:33:59.424+0000,46,76f5bd28-ef57-4f70-89e0-d4465c1cf9f9
1485948904264,2017-02-01T11:35:04.264+0000,47,9fd58720-030b-43f3-ac03-df22acb5699d
1485949034185,2017-02-01T11:37:14.185+0000,45,24fb96e7-c4d1-4741-99cf-f084b2a3962a
1485949099125,2017-02-01T11:38:19.125+0000,47,4461b5f3-fc7f-4be6-9525-84e289466405
1485949164094,2017-02-01T11:39:24.094+0000,45,9085e9f1-7acc-4579-800e-05c07d2daf49
1485949228994,2017-02-01T11:40:28.994+0000,47,8b2099e3-d058-4eb9-a8c6-713e19a920f5
1485949293985,2017-02-01T11:41:33.985+0000,46,00fc0c87-6ea3-4dab-ad2b-8798b26c816d
1485949618345,2017-02-01T11:46:58.345+0000,361,6652f380-2162-469e-b0ba-c1634140c58f
1485949683255,2017-02-01T11:48:03.255+0000,4121,aad26769-4437-408c-b42a-879405a5b819
1485949812775,2017-02-01T11:50:12.775+0000,4166,594f9f50-20ab-4224-84c4-b02acbeb8e8e
1485950525964,2017-02-01T12:02:05.964+0000,4219,3a97e237-e0f3-4bbc-b1da-7605b5a8818d
1485951239224,2017-02-01T12:13:59.224+0000,4264,7ec8fb72-11c9-4b71-94de-46ac695fac77
1485952211585,2017-02-01T12:30:11.585+0000,86,ce6e0abe-fdf9-4951-be06-3d6b28d4db20
1485952276535,2017-02-01T12:31:16.535+0000,46,798789d5-f172-494f-b604-6a8e8d62eab3
1485952341374,2017-02-01T12:32:21.374+0000,45,48ddf49d-3d1c-4e11-a8d5-70b32ac2db41
1485952471284,2017-02-01T12:34:31.284+0000,46,4d4552ff-aefd-4dfc-b687-03bb5991c9e4
1485952925845,2017-02-01T12:42:05.845+0000,45,61198e3f-f39e-49dd-8bd8-71500a7710f9
1485953055594,2017-02-01T12:44:15.594+0000,43,0b58f508-078b-48cd-83fd-010b5b9116bb
1485953120545,2017-02-01T12:45:20.545+0000,46,7f30f9b0-01ef-423a-ac48-e109268cf5e2
1485953185515,2017-02-01T12:46:25.515+0000,44,1afe3332-6193-4a48-a581-554db0ccded9
1485953250325,2017-02-01T12:47:30.325+0000,45,26b91eb6-9383-4bf6-9c80-9ff97019c8bc
1485953315344,2017-02-01T12:48:35.344+0000,46,fa09a17e-0e8f-4ca3-a7cb-a1618b1e25e3
1485953380265,2017-02-01T12:49:40.265+0000,43,3abbac95-6a7e-4e86-87eb-d4246015a5bc
1485953445185,2017-02-01T12:50:45.185+0000,46,efa9d400-e853-405c-93d3-fd3311d0437f
1485953640135,2017-02-01T12:54:00.135+0000,45,65d801f7-b237-47ca-a560-8907f93b7489
1485953704945,2017-02-01T12:55:04.945+0000,46,4a341071-c9e4-4f4f-9cf4-11569db7366e
1485953834854,2017-02-01T12:57:14.854+0000,44,239f9570-47ca-4f63-9951-bf1e4033100a
1485953899694,2017-02-01T12:58:19.694+0000,46,196238cf-f4b6-447f-bf13-d9043fd90d7a
1485954094475,2017-02-01T13:01:34.475+0000,44,40ec3e5d-a204-403f-8850-da8719a5d02a
1485954159444,2017-02-01T13:02:39.444+0000,46,879b59e3-7d2f-4ea4-8603-c97b3510ddb9
1485954224363,2017-02-01T13:03:44.363+0000,104,89f06e8d-6a7b-49fa-9052-5d68cddedf1b
1485954289204,2017-02-01T13:04:49.204+0000,4200,2e8e18d2-339a-4e5d-b3da-cdd8dcc68c34
1485954354174,2017-02-01T13:05:54.174+0000,4133,0b3409c7-4643-4084-833c-9e73ed3187c4
1485954483854,2017-02-01T13:08:03.854+0000,4187,a09376b8-a5f5-4f40-ba77-57fa9a0095cf
1485954872924,2017-02-01T13:14:32.924+0000,4139,0ffed850-124c-4f38-93ec-0446c63c2282
1485955197354,2017-02-01T13:19:57.354+0000,4186,379aaae7-9ca1-457d-ac25-eb44423e3a48
1485955715534,2017-02-01T13:28:35.534+0000,4231,9084a646-a95a-490b-88fe-85dd888b9d56
1485956688095,2017-02-01T13:44:48.095+0000,4284,15ca0fa3-2651-4876-8557-5db5d73379d9
1485957401265,2017-02-01T13:56:41.265+0000,412,6e0e7168-bb15-411a-8210-c18e46c46687
1485957466213,2017-02-01T13:57:46.213+0000,45,3356ff50-94ea-4696-8635-1422ec6d4549
1485957596125,2017-02-01T13:59:56.125+0000,46,a809a895-3cf7-4ad0-b037-b5b24516dcf6
1485957855885,2017-02-01T14:04:15.885+0000,43,642ac6e3-9a91-4a54-bb67-70f746d89665
1485957985505,2017-02-01T14:06:25.505+0000,46,25e0288e-ea93-4711-90bb-244858ccb4d7
1485958115444,2017-02-01T14:08:35.444+0000,44,70475a16-3972-4bd6-bbef-c6080b669ee4
1485958180415,2017-02-01T14:09:40.415+0000,46,966ed841-e3ca-4bc1-8d76-15e885b740f1